,Title,Video_ID,Published_At,Keyword,Likes,Comments,Views
649,ALIENS THREATEN GLOBAL INVASION | Countdown to Armageddon,eO1ElsB6FzY,24-08-22,history,6002,2147,305772
650,"The Mystery Of The 2,000,000 Year Old Human Remains | Mystery Of Our Ancestors | Timeline",PyAM4wFHR08,23-08-22,history,2644,427,127748
651,What Happened Immediately After Hitler&#39;s Death,UzAzytHg5Yk,24-08-22,history,5762,778,132646
652,One Direction - History (Official Video),yjmp8CoZBIo,26-01-16,history,5400589,434688,434352213
653,Rich Brian - History (Official Video),6DrNC-xQcGs,10-10-18,history,738439,23522,66368842
654,One Direction - History (Lyrics),p762wXX2clM,29-07-20,history,96563,1586,8946712
655,8 Things People get Wrong about the U.S. Military,dDzp4YXpzLk,24-08-22,history,8912,1238,164869
656,5 &quot;Shocking&quot; Events that Destroyed Ancient Egypt,Dr9SQF9VP1Y,23-08-22,history,1542,97,39193
657,Discover the Secrets of Ancient Egypt | Engineering an Empire | Full Episode | History,9cdUxZuarL0,30-08-20,history,41389,3668,10275325
658,The True Ancient Origins Of The Native Americans | 1491: Before Columbus | Timeline,olTClLF9JuQ,19-06-22,history,31479,5070,2468059
659,"history of the entire world, i guess",xuCn8ux2gbs,10-05-17,history,5471653,395657,147339243
660,The Rise And Fall Of The Pirate Golden Age | Outlaws | Timeline,pX7F-Hxvr80,31-05-22,history,10415,621,1045028
661,The Rise Of Emperor Napoleon Bonaparte | History Hit | Timeline,uC8TK7GH85o,17-07-22,history,5424,555,293213
662,"Engineering an Empire: Ancient Greece (S1, E1) | Full Episode | History",gzse_FxSmqU,19-07-20,history,10380,496,1695814
663,The Entire History of the Akkadians // Ancient Mesopotamia Documentary,Q-mAWItV2q0,08-09-21,history,47683,2407,5399988
664,35 Rare Shocking and Heartbreaking Historical Photos You Wont Find In History Books! EP2,#NAME?,23-08-22,history,160,10,8135
665,"The Trojan War: Myth vs. Reality | Digging For The Truth (S2, E9) | Full Episode",k41dlyRQsBs,13-08-22,history,1507,86,95369
666,ã€ŠHIStory1-ç€é­”ã€‹EP1 é­åˆ°æ±ŸåŠ²è…¾èƒŒå›ï¼Œé‚µé€¸è¾°é‡ç”Ÿå›žåˆ°å­¦ç”Ÿæ—¶ä»£ | Caravanä¸­æ–‡å‰§åœº,muFV-ismkAA,25-04-18,history,26849,1293,2666406
667,The History Of Earth&#39;s Five Mass Extinction Events [4K] | The Next Great Extinction Event | Spark,#NAME?,13-04-22,history,11595,2294,1487029
668,Why did Britain Attack the Greeks in 1944? | Animated History,ZBDLEROHj9E,20-08-22,history,14800,1070,280369
669,Year 536 Was the Worst Year to Be Alive - What Happened?,s3YTfhJmh1I,11-03-20,history,213630,18062,9024180
670,The Entire History of Viking Britain // Medieval England Documentary,J9DwXeAtWrs,06-04-22,history,16874,1248,1687706
671,Why Alexander The Great Is The Single Most Important Man In History,a2a4oR0ZUYE,11-03-20,history,72348,7260,3046581
672,The Man Who Accidentally Killed The Most People In History,IV3dnLzthDA,22-04-22,history,702117,41105,22100487
673,10 MYSTERIOUS Historical Places You&#39;ve Never Heard Of!,0GbJ3dciyO4,23-08-22,history,1811,48,79531
674,5 Unexplained Historical Mysteries That Experts Cannot Solve | Weird History Moments,UUNFQNiU2GM,22-02-22,history,9669,458,1008972
675,The Animated History of Sweden,_i54q6j3rtc,22-04-22,history,20363,919,708445
676,"America Unearthed: Lost Relics of the Bible (S2, E10) | Full Episode | History",XueMKFSbVcA,30-11-20,history,12009,2041,1135106
677,History of Abomination,TvVdIHTVog0,23-08-22,history,4066,174,72885
678,Greatest Last Stands In History,_aEJIUnxcrc,02-05-22,history,20018,726,821480
679,The Real History of Slavery - Southern Negro,Vx0xhwzdLl8,20-05-21,history,56485,10299,5464252
680,Ten Minute History - The Viking Age (Short Documentary),ExvEIOWB-H0,28-01-19,history,29974,1394,1453787
681,How Did Ancient People Learn To Cook? | Footprints Of Civilisation | Absolute History,bwQwSBlaHxQ,09-08-22,history,1313,138,51321
682,The History Of Chess: A Reflection Of Us,kkOweffr3II,21-08-22,history,2546,173,51885
683,Deadliest Battle in History: Stalingrad | Animated History,putm_kpZW4Y,17-12-21,history,66783,4911,2040877
684,TOP SECRET GOVERNMENT CONSPIRACIES REVEALED | The Proof is Out There,lGKomk6NwmE,02-07-22,history,9165,1094,649114
685,What Was The Worst Time to Be Alive in History?,B2-aQ26Sk48,20-10-21,history,144074,5273,6037721
686,20 Creepiest Coincidences in History,SK6OoHWI_W4,12-12-20,history,89572,4084,4562145
687,Meet the Man Responsible for the Most Deaths in History,dW_ekZRGalk,10-07-22,history,15858,1995,568816
688,Megiddo 1457 BC  - Oldest Battle in History - Bronze Age DOCUMENTARY,bf-SUOCqbrI,19-06-22,history,27854,1536,962507
689,"Nostradamus Effect: The Third Antichrist (S1, E1) | Full Episode",E8epmFE25xY,01-08-22,history,11841,2787,482392
690,What It Was Like to Be a Mental Patient In the 1900s,j1hkwWi1YxM,16-06-21,history,32884,2505,1296777
691,The Wild West Was As Wild As You Think - And &#39;Justice&#39; Was Often Even Worse,h3E_32JEjtw,19-08-22,history,5931,469,146774
692,Why Did Prehistoric People Make Cave Paintings? | Footprints of Civilisation | Absolute History,RsO9CiC57Mw,23-08-22,history,385,44,11745
693,Most EVIL Kings in History!,BRXE6R8FYw4,29-07-22,history,2229,173,70762
694,HUSTLANG Robber - HIS STORY (M/V),399s6qrSbgs,15-01-22,history,29014,1356,2295412
695,TOP 4 INSANE ALIEN ENCOUNTERS | The Proof Is Out There,gEl4A0G3poQ,20-08-22,history,8731,954,502221
696,HOW THE WORLD TURNED ON THIS DAY #royalfamily #history #popculture,O4ju5QDfqCM,23-08-22,history,1027,111,6640
697,The Part of History You&#39;ve Always Skipped | Neoslavery,j4kI2h3iotA,04-04-22,history,126726,20122,2453529
698,How and Why We Read: Crash Course English Literature #1,MSYw502dJNY,15-11-12,literature,56906,6168,4231789
699,What is Literature for?,4RCFLobfqcw,18-09-14,literature,15425,471,920846
700,LITERATURE - Fyodor Dostoyevsky,MMmSdxZpseY,27-05-16,literature,66550,2778,2609123
701,An introduction to the discipline of Literature,xz9rfDm1Wr4,14-04-16,literature,3112,69,146080
702,How Literature Can Change Your Life | Joseph Luzzi | TEDxAlbany,mvkRT0_Un_4,07-01-20,literature,3429,82,101986
703,Ola Runt - Literature (Official Music Video),MGyvlLR2a0c,30-04-21,literature,3251,159,157525
704,LITERATURE - Virginia Woolf,d1W7wqXD_b0,18-09-15,literature,24425,662,994999
705,&quot;What is Literature?&quot;: A Literary Guide for English Students and Teachers,qvbMNIViMq4,03-01-22,literature,275,30,9780
706,LITERATURE - James Joyce,1SuHkY2wAQA,05-08-16,literature,17610,918,956340
707,LITERATURE - Goethe,zNEpojtXotE,15-01-16,literature,34870,1370,1453590
708,Philosophy and Literature with Iris Murdoch and Bryan Magee (1977),pBG10XnxQaI,18-09-17,literature,859,38,39944
709,Mining literature for deeper meanings - Amy E. Harter,eREopphW5Bw,31-05-13,literature,3172,88,257199
710,LITERATURE: Franz Kafka,g4LyzhkDNBM,22-04-16,literature,62103,2458,2027462
711,Where to start with classic literature &amp; tips for beginners ðŸ“’ How to start reading classics,RqRLC4vnJEc,17-03-21,literature,27277,846,507103
712,LITERATURE: Leo Tolstoy,Lr6DYLBkyG0,05-02-16,literature,34040,1178,1466906
713,11 Of The Most Beautiful Sentences In Literature (Read by LeVar Burton),EuxyQgS-Hu0,06-11-15,literature,47644,3556,1061608
714,Why I chose to study literature &amp; how I found my passion,vv_N_vK3OJw,05-11-21,literature,4748,135,47619
715,LITERATURE - Jane Austen,LIYiThAyY8s,09-10-15,literature,14691,349,719270
716,Literature in the Victorian Era | A Historical Overview,nllDcnfoH5A,17-04-20,literature,3408,58,140607
717,LITERATURE - Charles Dickens,N9dB9BZWDBU,17-06-16,literature,15399,613,896227
718,"Literary Genres and Subgenres (Fiction, Nonfiction, Drama, and Poetry) - Video and Worksheet",oarGRayak5o,11-06-17,literature,10877,428,739507
719,What a first year english major has to read + lecture notes,gzeDQDbJMAU,09-09-20,literature,27439,792,604827
720,10 *actually good* classic literature books for *actual* beginners,Jw7kdOK2qUM,24-08-21,literature,36272,800,518790
721,(Lyrics) Literature - Opening Majo no Tabitabi - Reina Ueda || Bachiko!!!,7u9MtqfcWaU,09-10-20,literature,6686,292,439103
722,A Day in the Life of a Literature PhD,qg8E-rdG6W4,15-11-16,literature,3312,178,91932
723,The Mistake People Make When Reading Literature,WcMWPIK0ysk,25-03-20,literature,4407,170,68989
724,LITERATURE - Voltaire,LAzKGkTIKpg,13-05-16,literature,33744,1281,1804121
725,WHAT IS LITERATURE?,BzQCxasdUvg,10-05-20,literature,1449,89,58621
726,10 ESSENTIAL Easy Reads of Western Literature,T2GIretcN_g,01-03-22,literature,4439,565,67276
727,How to Write a Literature Review in 30 Minutes or Less,TdJxY4w9XKY,27-03-17,literature,32043,2960,1713463
728,LITERATURE REVIEW: Step by step guide for writing an effective literature review,Vc_Yu_61Ymg,14-03-21,literature,10524,403,311071
729,How to Write a Literature Review: 3 Minute Step-by-step Guide | Scribbr ðŸŽ“,zIYC6zG265E,03-04-20,literature,30633,610,1707883
730,LITERATURE - George Orwell,kvXU3vzHq8E,25-11-16,literature,48535,2309,1912405
731,Shakespeare vs Milton: The Kings of English Literature Debate,IskEx0tgoo4,08-07-14,literature,5449,533,596680
732,"A Long and Difficult Journey, or  The Odyssey: Crash Course Literature 201",MS4jk5kavy4,27-02-14,literature,47782,3410,3330650
733,An adjunct explains why literature matters | Danielle Carlotti-Smith | TEDxUniversityofTulsa,TpE8TiN8HyY,30-08-18,literature,356,13,14593
734,Majo no Tabitabi: The Journey of Elaina - Opening Full - Literature - by Reina Ueda,N1Vdi3c7uhc,07-11-20,literature,131,3,7966
735,ä¸Šç”°éº—å¥ˆã€Œãƒªãƒ†ãƒ©ãƒãƒ¥ã‚¢ã€ MUSIC VIDEO,ufLKDNlLrAQ,02-10-20,literature,33130,1294,2792013
736,Magical Realism In 6 Minutes: Literary Fantasy or Fantastic Literature? ðŸ“š,UI9I2p71ct0,28-05-21,literature,2459,162,72310
737,What is a Literature Review? Explained with a REAL Example | Scribbr ðŸŽ“,KkAnKGuX7fs,25-03-20,literature,7530,129,646913
738,why study literature // what your degree *actually* teaches you,CJmNsmS1mlY,09-03-21,literature,842,66,18837
739,How to write a literature review,rnHvO5aRXq0,04-04-18,literature,4721,181,391796
740,Kumail Nanjiani Plays &quot;Tweet Or Literature&quot; | CONAN on TBS,cjNJs5v0WEs,09-04-14,literature,13526,326,1048396
741,Writing the Literature Review (Part One): Step-by-Step Tutorial for Graduate Students,2IUZWZX4OGI,28-06-10,literature,11675,1228,1550802
742,The Literature Review,jKL2pdRmwc4,18-05-10,literature,2766,224,441183
743,Grey Literature,sidEpKTtw8M,21-04-20,literature,48,1,2847
744,Jacquees - B.E.D.,ul1H_p_FeaA,17-04-17,bed,1121873,23969,145167323
745,Jacquees - B.E.D. (Audio),O3H57UrX4MM,15-02-17,bed,79639,921,10792977
746,J. Holiday - Bed (Official Music Video),82t_UOMHPJY,16-07-07,bed,515049,16568,78137822
747,Nicki Minaj - Bed ft. Ariana Grande,zxtl5ExJmag,07-07-18,bed,1499298,75048,94340456
748,Joel Corry x RAYE x David Guetta - BED [Official Video],mD2a9YzKV3w,05-03-21,bed,157924,2760,29657435
749,Joel Corry x RAYE x David Guetta - BED [Official Lyric Video],8mOPFGfJ5WQ,26-02-21,bed,121553,1171,26260197
750,"Jacquees - B.E.D. (Remix) ft. Ty Dolla $ign, Quavo",Oyo3tNlamDw,16-08-17,bed,340686,8853,35695760
751,jacquees - B.E.D. (Lyrics) | Nightly Music,IlRN5v5k5SY,31-03-21,bed,6626,64,401678
752,Powfu - death bed (coffee for your head) (Official Video) ft. beabadoobee,jJPMnTXl63E,01-04-20,bed,7786057,195769,524709805
753,J Holiday - Bed,uAwPjFq1W4s,11-12-07,bed,119272,3743,26826274
754,B.E.D. | sped up,Z2liyRt1bQM,12-10-21,bed,23477,309,1345689
755,Nicki Minaj - Bed ft. Ariana Grande (Lyrics),1oONLOsajCA,15-06-18,bed,4644,63,392314
756,Rotimi - In My Bed (Official Video) (feat. Wale),3Dg1CT31_uw,17-09-20,bed,789062,14192,58921922
757,Young Money - Bed Rock (Official Music Video),Ha80ZaecGkQ,16-12-09,bed,1430457,84188,321977550
758,Jacquees - B.E.D. (Lyrics) [HD/HQ],ov-duXb7llk,16-02-17,bed,1158,19,85052
759,Chris Brown - Wet the Bed (Audio) ft. Ludacris,Q_ljNRC8qqM,28-09-11,bed,361395,9234,50358797
760,"Joel Corry, RAYE &amp; David Guetta - BED (Lyrics)",OBeDns9Qto8,25-02-21,bed,17286,277,1603229
761,Overnight in the World&#39;s Tallest Bed - Challenge,qcfcvkg0VX8,09-04-22,bed,85527,1347,6055668
762,OVERNIGHT IN THE WORLD&#39;S MOST DANGEROUS BED!!,1EX3OPwzCJU,21-06-22,bed,203103,5814,6644534
763,Powfu - Death Bed (Lyrics) ft. beabadoobee | don&#39;t stay awake for too long,u99AklNGpyc,14-03-20,bed,1301198,40137,98559845
764,Bon Jovi - Bed Of Roses (Official Music Video),NvR60Wg9R7Q,17-06-09,bed,1072689,37571,302125099
765,"Bunk Bed for Triplets / Emerald Girl, Ruby Girl and Diamond Girl",MbQytfUd-lc,23-08-22,bed,2122,36,164940
766,Rotimi - In My Bed (Audio) (feat. Wale),kMVqXKkvFFw,13-12-19,bed,397142,6354,49183640
767,Jacquees - B.E.D. (Remix),pMPEd48ktlQ,30-09-18,bed,2206,30,157632
768,Secret Hidden BED Entrance to Epic GAMING FORT!,whlWz4LZaBk,25-06-21,bed,130796,4106,9493733
769,jacquees - b.e.d. (sped up),Q7a2gKchVlc,03-01-22,bed,6366,54,302407
770,"Bed Bath &amp; Beyond is a &#39;JCPenney 2,&#39; says Jim Cramer",k05LqUEb07E,24-08-22,bed,25,26,4454
771,Why Investors are Angry About Bed Bath &amp; Beyond ($BBBY),WQkl1utfHVM,20-08-22,bed,5716,687,153064
772,bed,s3EISTf1prk,18-08-21,bed,287759,10036,4288625
773,Saint Punk - Empty Bed [Monstercat Lyric Video],dK2FJQX24Io,21-01-21,bed,57666,2683,2966344
774,LAST TO LEAVE THE BED!!,7TVOSA2Jau8,18-07-21,bed,362022,10409,11440455
775,Rihanna - California King Bed,nhBorPm6JjQ,07-05-11,bed,1171433,61344,308501014
776,B.E.D (sped up &amp; pitched),igg4TWRL0M8,09-12-21,bed,16578,119,1088318
777,HOW TO STYLE A BED LIKE A DESIGNER! ðŸ›ï¸ Budget Friendly + Easy to Recreate! (4 DIY Bed Ideas),XuUoGFEkutk,21-11-21,bed,26215,959,693153
778,Chris Brown - To My Bed (Audio),eCUqsfjdHkA,31-10-17,bed,232336,3681,33227408
779,I had an UNBREAKABLE BED in Roblox Bedwars...,I49o9lfftcI,07-06-22,bed,6201,314,467835
780,I built a FAKE Bed Defense in Roblox Bedwars..,GlsFxbhWOS8,27-06-21,bed,135484,4557,5301271
781,I Cheated in Hide and Seek Using a Bed!,MsqxwdWI6nE,12-05-22,bed,153490,12872,5637132
782,J. Holiday Bed,vcmv3tfuk9I,02-10-20,bed,288,8,20076
783,Dru Hill - In My Bed (Official Music Video),_Ixip0K2r10,29-09-10,bed,144517,4933,19210396
784,Quadruplets Build Bunk Bed! / Dollhouse in Real Life,XR2mKfAfL20,18-08-22,bed,35503,974,1206538
785,We Build a Bunk Bed For Triplets,GkKDCgjHIOk,25-04-22,bed,74840,1286,9224408
786,Amy Winehouse - In My Bed,xdi_yuSgQw8,23-12-09,bed,160501,6539,46251795
787,Chris Brown - To My Bed (Official Video),VfVmCnCP7Mg,21-06-18,bed,394837,13938,42257995
788,Trolling ANGRY OLD MEN On Zoom!,S0bzWMOXqy0,23-08-22,trolling,3075,225,42648
789,TROLLING SALTY KIDS in GTA 5 RP,iUaMRSfty5Q,23-08-22,trolling,24505,1085,426409
790,trolling salty roleplayers on gmod police rp,EEZ11G20VHM,24-08-22,trolling,7364,653,100979
791,I GIRL Voice Trolled Andrew Tate&#39;s BIGGEST Fan..,1H53kTcP1no,23-08-22,trolling,12928,1001,109363
792,Trolling A Protest With ABSURD Protest Signs,d4v0E7kkaVQ,07-01-21,trolling,125907,15131,1425150
793,Trolling Zoom Classes....But I â€œForgetâ€ I&#39;m SCREEN SHARING,fdkZJtBPIsY,12-09-21,trolling,251667,6894,7433726
794,Trolling Zoom Classes....But I CONTROL Their Screen 2!,69P0Det2tew,26-03-22,trolling,28773,780,928704
795,Omegle Trolling... But I&#39;m ACTUALLY IN THEIR ROOMS,oiYLGI0zsXU,18-04-22,trolling,319390,7746,3433953
796,I Trolled the WHOLE SERVER with an NPC SOUNDBOARD in GTA 5 RP,CzzKaMWA_xE,21-05-22,trolling,28453,603,743338
797,TROLLING LIBERALS ON PRIDE MONTH,qp_UHmCaYOo,11-07-22,trolling,2464,296,57850
798,Trolling The Kid That Stole My Scooter,9c6MIBV1OpM,16-06-22,trolling,27780,1518,960994
799,Trolling Neckbeards of 1942 Germany Gmod Roleplay,jwhin6j3LbM,07-03-22,trolling,32006,2924,534114
800,TROLLING LIBERALS IN CALIFORNIA,j8UL2ODl6EU,16-05-22,trolling,2769,363,63870
801,Full Body Trolling in VRChat! (Part 2),653cIGiPNHY,14-06-20,trolling,430267,12839,14286302
802,Trolling Zoom Classes....But They Can&#39;t Remove Me!,Ux3pS-GZ0AY,25-05-22,trolling,22283,1331,613757
803,Trolling Feminists on Twitter (Part 2),nc9iZp-1seQ,27-09-21,trolling,133987,11698,1345404
804,Best Zoom Trolling Compilation of 2022!,F9Gtay7tp7w,11-04-22,trolling,44783,1921,1198270
805,Trolling An ENTIRE MINECRAFT Livestreamâ€¦,cxFsFDE-tfQ,08-01-22,trolling,49530,2477,1212736
806,DEADPOOL VOICE TROLLING ON COD: VANGUARD | EPISODE 5,lZhA0de9Psk,02-10-21,trolling,96363,6337,1484533
807,I Troll BadBoyHalo with a Horror Mod...,CunuMfrV6Vg,05-04-22,trolling,91777,2658,2333380
808,Andrew Tate Trolling The World!,nVJ6KcFYGyo,24-08-22,trolling,608,136,10509
809,I GIRL Voice Trolled the THIRSTIEST 13 Year Old..,pKum_Y4mXRk,21-01-21,trolling,153762,26601,4364168
810,Trolling The Angry Admins Of Gmod Pony RP,KjRlohbLxIU,23-08-22,trolling,451,85,7383
811,Trolling Zoom Classes....But I Leak My Search History!,xA38Ry3zmvo,20-07-22,trolling,13777,585,338844
812,FUNNIEST KAREN TROLLING in SCHOOL ZOOM CLASS COMPILATION 2021,HguHdjnLqTE,17-11-21,trolling,106511,2800,4502356
813,Andrew Tate Trolls FEMINIST Zoom Classes!,d4kAPWBH3e8,30-07-22,trolling,15082,753,310738
814,Trolling Jet Griefers With My Chernobog Is Too Fun on GTA Online,iyUoHFClJVg,04-06-22,trolling,29921,1783,1005072
815,Trolling FEMINIST Classes On Zoom!,bCoRtjPU-D0,08-03-22,trolling,20616,879,425099
816,TROLLING SALTY ADMINS with BANNED CARS... GTA 5 RP,2x-VUP_czUM,09-08-22,trolling,37296,1088,855392
817,Trolling The POLICE on Zoom!,DCY1ZL3yJE0,02-04-22,trolling,22894,896,420420
818,trolling zoom classes... but my boat is sinking,llfQoYue0Yw,12-09-21,trolling,455277,12904,9736125
819,Eating MEAT in VEGAN Zoom Classes!,kkdUBBMNpI4,31-01-22,trolling,127211,3593,2987298
820,TROLLING as an ODER in BROOKHAVEN (JUICY..),5u0LUssIl58,07-04-22,trolling,10705,761,639089
821,Living on a clans compound base - Admin Trolling,ioSRdn80cXo,06-06-22,trolling,25917,1094,608323
822,Cloning Clan Compounds in Rust - Admin Trolling,gTno-x16v8I,13-05-22,trolling,29615,1510,869372
823,TROLLING as a NEXTBOT in Da Hood Voice Chat,WwIbtwd1wqM,13-08-22,trolling,3237,595,80522
824,Trolling Feminists on Discord,GJj8DmOMvUU,22-11-21,trolling,100199,8790,1430388
825,Trolling ANGRY BALD Teachers On Zoom!,HIn28gPT6T8,02-08-22,trolling,6253,359,115655
826,TROLLING KID COPS ON GTA 5 RP,WKNJTJSzi58,11-02-22,trolling,6189,276,328489
827,Trolling with Teleporters (Roblox Obby Creator),uCIFZ3YSia0,20-08-22,trolling,1213,144,53965
828,Trolling SALTY ADMINS as BATMAN in GTA 5 RP,_0_RmPq52Ik,01-05-22,trolling,33974,695,715895
829,Somebody Is Trolling This Pastor And It IS SO FUNNY,mizjkPLUFYo,21-08-22,trolling,10724,3548,186568
830,TROLLING THE ADMINS OF HARRY POTTER ROLEPLAY,TBl0v30uems,14-03-22,trolling,36776,1192,740962
831,Trolling TOP PLAYERS with an IMPOSSIBLE CHALLENGE,LVOxY8l23xo,23-08-22,trolling,4873,319,64877
832,Funny Troll Football Memes V183,UEw6eTVzq8U,24-08-22,trolling,1229,54,21962
833,I Got Banned For Trolling Racists In Gmod RP,S4JxreI4Lo0,21-08-22,trolling,804,85,14721
834,Trolling Children on Roblox as Karen,k1YrhR5w_Fs,16-04-21,trolling,76217,2645,1266882
835,TROLLING AS AN HR AT VINNS HOTELS!!! - ROBLOX Trolling!!,I_qoC3C2xvM,23-08-22,trolling,344,101,5388
836,Solvathellam unmai troll|latest Tamil troll|TMM,x116DQxj6yM,21-08-22,trolling,1139,59,128524
837,Shotzzy Trolling Karma! ðŸ¤£,amrVJKhr_ec,23-08-22,trolling,467,31,36585
838,"4K ASMR | Pulling, Snipping, Tweezing, Removing Anxieties &amp; Stress",yDpjxOxWNOA,24-08-22,asmr,14787,747,296801
839,Your Hair is visible AIR [ASMR] Hairdresser Roleplay,fyDC5d4E-eQ,23-08-22,asmr,4855,255,75586
840,ASMR The Sleepiest Session ðŸŒ§ Rainy Evening Whispers &amp; Personal Attention for Sleep,tNwrZNSe4xM,24-08-22,asmr,4296,269,78423
841,"ASMR Medical Triggers On Your EARS (Up Close Sounds, Tingles, Sleep, Study, Intense)",DdcML4Tfn7k,23-08-22,asmr,2945,207,58050
842,A Make-Over by Amy Rose (Sonic ASMR),XzyMYgwxPyI,24-08-22,asmr,1804,128,24792
843,ÐÐ¡ÐœÐ  ðŸ¤¤â¤ï¸ Ð¡ÐŸÐžÐ Ð˜Ðœ Ð¢Ð« Ð£Ð¡ÐÐ•Ð¨Ð¬ Ð·Ð° 10 Ð¼Ð¸Ð½ÑƒÑ‚? ðŸ˜´ ASMR I&#39;ll Help You Fall Asleep in 10 Minutes,cbwLTBpis-s,24-08-22,asmr,8534,436,138803
844,"ASMR Realistic Shoe Store (Soft Spoken, Personal Attention)",0neHlwthEvM,24-08-22,asmr,1808,151,36473
845,ASMR Doing Your Makeup For A Date ðŸ’•,zdFD4aJojF4,24-08-22,asmr,701,47,16243
846,ðŸŽ§ASMR for People Who Want to Tingle Without Earphones / NO TALKING,AhMmX-QvNu8,23-08-22,asmr,597,71,10572
847,Ultra Fast RAW NOOB Gamer Sounds ðŸŽ®ASMRðŸ•¹ï¸,jFnV2uXoSII,24-08-22,asmr,3344,142,55828
848,ASMR Gaming ðŸ˜´ Fortnite 1 Kill = 1 Trigger Relaxing Mouth Sounds ðŸŽ®ðŸŽ§ Controller Sounds + Whispering ðŸ’¤,mqc6QqoGNWI,24-08-22,asmr,563,86,14537
